filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.017073,0.348632,0.206014,
images/original/1.gif,10.000000,500.000000,500.000000,0.028461,0.160099,0.140703,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.000924,0.052130,0.001687,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.019066,0.045754,0.073230,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.005491,0.237855,0.019659,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.418699,3.261947,0.796745,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.419282,3.119983,1.793328,
images/original/fire.gif,33.000000,30.000000,60.000000,0.001520,0.002773,0.002958,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.003626,0.054791,0.004620,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.148023,0.808157,0.877777,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.210621,2.529250,2.131712,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.001128,0.045253,0.001691,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.007352,0.269363,0.011224,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.063190,0.124510,0.422090,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.025188,0.106945,0.442208,
