filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,filename,n_subimgs,width,height,import_time,filters_time,export_time,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.037966,0.253798,0.203179,
images/original/1.gif,10.000000,500.000000,500.000000,0.032876,0.133317,0.140708,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.000842,0.015240,0.001348,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.021591,0.056547,0.074895,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.005757,0.071490,0.018391,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.482837,3.017180,0.838634,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.402617,3.434287,2.268267,
images/original/fire.gif,33.000000,30.000000,60.000000,0.001276,0.003145,0.002831,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.005279,0.033830,0.004407,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.109428,0.842234,0.879086,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.210246,2.532685,2.133249,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.001186,0.012409,0.001801,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.009462,0.081207,0.009907,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.061966,0.121954,0.425940,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.031843,0.087552,0.437815,
