filename,n_subimgs,width,height,import_time,filters_time,export_time,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.039214,0.140936,0.206881,
images/original/1.gif,10.000000,500.000000,500.000000,0.037298,0.565810,0.144464,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.001664,0.019599,0.001638,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.019746,0.269655,0.095068,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.007448,0.108555,0.022406,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.605448,10.911859,0.851408,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.596276,10.892668,2.459191,
images/original/fire.gif,33.000000,30.000000,60.000000,0.003947,0.019386,0.005570,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.003802,0.045694,0.003961,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.124462,2.061169,1.178955,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.233798,6.836510,2.189690,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.002469,0.018973,0.002821,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.016058,0.117464,0.009661,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.067178,0.978856,0.406330,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.042687,0.469193,0.445904,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.026801,0.153080,0.206731,
images/original/1.gif,10.000000,500.000000,500.000000,0.045283,0.570213,0.144594,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.001193,0.011074,0.001513,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.032447,0.273854,0.096396,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.005287,0.103225,0.022232,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.604678,10.899501,0.863179,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.625216,10.928253,2.471798,
images/original/fire.gif,33.000000,30.000000,60.000000,0.003011,0.026391,0.005616,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.007999,0.047798,0.004281,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.107203,2.058602,0.895746,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.232265,6.837496,2.186739,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.002281,0.024889,0.002576,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.016293,0.120216,0.010502,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.071789,0.974872,0.430611,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.024281,0.492274,0.443855,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.033280,0.140954,0.207613,
images/original/1.gif,10.000000,500.000000,500.000000,0.030535,0.574346,0.144729,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.000973,0.014287,0.001503,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.018019,0.273878,0.096386,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.005419,0.109878,0.019932,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.609576,10.930069,0.854778,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.619285,10.911547,2.453796,
images/original/fire.gif,33.000000,30.000000,60.000000,0.003088,0.019184,0.005339,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.005855,0.050863,0.004011,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.107031,2.067769,0.894308,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.314101,7.058150,2.189093,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.002456,0.021680,0.003955,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.010093,0.126786,0.010346,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.063764,0.970424,0.408716,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.034016,0.480242,0.446790,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.031270,0.148250,0.206924,
images/original/1.gif,10.000000,500.000000,500.000000,0.036645,0.567369,0.145602,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.001038,0.024504,0.001354,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.019476,0.274621,0.095911,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.005402,0.102112,0.019487,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.597624,10.935003,0.849297,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.621280,10.891844,2.452707,
images/original/fire.gif,33.000000,30.000000,60.000000,0.001657,0.020900,0.002853,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.004495,0.050647,0.004042,
images/original/giphy-3.gif,5.000000,1920.000000,1080.000000,0.117586,2.066893,0.894186,
images/original/Mandelbrot-large.gif,20.000000,1200.000000,1200.000000,0.231674,6.815136,2.182135,
images/original/porsche.gif,1.000000,320.000000,200.000000,0.001300,0.012387,0.002468,
images/original/Produits_sous_linux.gif,1.000000,800.000000,950.000000,0.016979,0.118708,0.010342,
images/original/TimelyHugeGnu.gif,19.000000,640.000000,360.000000,0.068662,0.975389,0.410310,
images/original/tumblr_myxlbtwVEb1qzt4vjo1_r14_500_large.gif,10.000000,480.000000,480.000000,0.033842,0.484309,0.447924,
images/original/051009.vince.gif,1.000000,1484.000000,913.000000,0.037269,0.143821,0.206810,
images/original/1.gif,10.000000,500.000000,500.000000,0.024980,0.568822,0.144362,
images/original/200_s.gif,1.000000,200.000000,200.000000,0.000821,0.022422,0.001450,
images/original/9815573.gif,10.000000,500.000000,281.000000,0.017837,0.271271,0.095340,
images/original/australian-flag-large.gif,1.000000,1200.000000,600.000000,0.021130,0.110458,0.019669,
images/original/Campusplan-Hausnr.gif,1.000000,9932.000000,7016.000000,0.595764,10.903495,0.855930,
images/original/Campusplan-Mobilitaetsbeschraenkte.gif,1.000000,9933.000000,7016.000000,0.620703,10.933296,2.475198,
images/original/fire.gif,33.000000,30.000000,60.000000,0.001479,0.024511,0.002889,
images/original/frame_002.gif,1.000000,585.000000,450.000000,0.004097,0.041523,0.004072,
