import_time,gray_time,blur_time,sobel_time,filters_time,export_time,
0.018459,0.001319,0.093336,0.011442,0.106106,0.205872,
0.033779,0.002523,0.207783,0.018036,0.228349,0.140191,
0.001020,0.000046,0.003305,0.000550,0.003906,0.001639,
0.021053,0.001454,0.047149,0.009703,0.058313,0.077280,
0.007613,0.000593,0.057042,0.005371,0.063014,0.019042,
0.592671,0.065135,6.148618,0.681022,6.894788,0.857809,
0.595561,0.071267,6.174448,0.684093,6.929821,2.009252,
0.002581,0.000215,0.001279,0.001112,0.002611,0.004579,
0.003896,0.000250,0.020972,0.002316,0.023543,0.004154,
0.107518,0.010342,0.622140,0.081169,0.713658,1.000829,
0.230673,0.026755,1.084991,0.184684,1.296439,2.191190,
0.002249,0.000128,0.003191,0.000577,0.003901,0.002069,
0.011859,0.000698,0.063719,0.006022,0.070447,0.010815,
0.071330,0.004499,0.153646,0.030780,0.188934,0.408567,
0.025097,0.002345,0.115548,0.016263,0.134165,0.444663,
0.015844,0.001286,0.093399,0.011456,0.106149,0.207694,
0.039146,0.002592,0.207360,0.017960,0.227922,0.152103,
0.000614,0.000030,0.002200,0.000373,0.002606,0.001425,
0.021590,0.001452,0.046916,0.009735,0.058110,0.077609,
0.006142,0.000611,0.056928,0.005488,0.063035,0.019909,
0.602774,0.062140,6.155325,0.682283,6.899761,0.853620,
0.604119,0.071290,6.150710,0.687595,6.909608,2.189891,
0.001374,0.000131,0.000758,0.000674,0.001566,0.003207,
0.002191,0.000176,0.020307,0.002253,0.022740,0.004143,
0.108413,0.010355,0.619233,0.081363,0.710961,0.895635,
0.232150,0.025506,1.084982,0.183972,1.294472,2.186352,
0.001435,0.000077,0.002559,0.001013,0.003655,0.002457,
0.010233,0.000636,0.062693,0.005645,0.068983,0.010117,
0.071358,0.004475,0.155056,0.031137,0.190676,0.412601,
0.024967,0.002324,0.116021,0.016215,0.134568,0.446636,
0.016474,0.001270,0.091959,0.011587,0.104828,0.205713,
0.037096,0.002764,0.207750,0.017973,0.228497,0.140036,
0.001539,0.000067,0.005054,0.000821,0.005950,0.002200,
0.026578,0.001789,0.047952,0.009697,0.059446,0.077036,
0.006977,0.000602,0.056244,0.005064,0.061919,0.018990,
0.600568,0.071580,6.201814,0.682571,6.955978,0.860618,
0.601039,0.071154,6.147861,0.693972,6.913000,2.131762,
0.001437,0.000126,0.000735,0.000644,0.001508,0.003005,
0.003095,0.000259,0.022683,0.002283,0.025229,0.004003,
0.116528,0.010379,0.618874,0.081259,0.710522,0.920877,
0.236977,0.025212,1.084941,0.183779,1.293942,2.181759,
0.001341,0.000077,0.002577,0.001011,0.003670,0.002330,
0.009143,0.000623,0.062579,0.005697,0.068908,0.010099,
0.067193,0.004461,0.156088,0.031049,0.191608,0.410532,
0.025089,0.002355,0.115434,0.016092,0.133890,0.450446,
0.015829,0.001278,0.092362,0.011688,0.105336,0.205873,
0.032239,0.002541,0.207427,0.018021,0.227999,0.141319,
0.000955,0.000059,0.003274,0.000509,0.003848,0.001798,
0.020936,0.001468,0.046888,0.009769,0.058133,0.077265,
0.008033,0.000742,0.061326,0.005604,0.067682,0.019656,
0.593265,0.065081,6.150720,0.694628,6.910442,0.864977,
0.596921,0.060958,6.151134,0.687759,6.899863,2.369137,
0.002471,0.000215,0.001263,0.001108,0.002591,0.003108,
0.004893,0.000402,0.029658,0.001991,0.032056,0.004057,
0.117808,0.010380,0.619441,0.081421,0.711251,0.937460,
0.230809,0.026843,1.090440,0.184015,1.301308,2.191179,
0.001548,0.000073,0.002269,0.000821,0.003168,0.002018,
0.009642,0.000624,0.062771,0.006074,0.069478,0.010150,
0.072810,0.004465,0.155301,0.031249,0.191025,0.413269,
0.025574,0.002391,0.115143,0.016070,0.133613,0.443417,
0.017125,0.001318,0.093817,0.011690,0.106835,0.206242,
0.039742,0.002571,0.210687,0.018169,0.231436,0.140366,
0.001095,0.000047,0.003192,0.000491,0.003734,0.001622,
0.022515,0.001490,0.047989,0.009769,0.059257,0.079621,
0.008301,0.000777,0.060021,0.005650,0.066457,0.019128,
0.598728,0.072305,6.153661,0.685177,6.911157,0.852909,
0.598219,0.064147,6.149301,0.684933,6.898393,1.849876,
0.001975,0.000195,0.001076,0.000944,0.002220,0.004097,
0.003925,0.000238,0.021335,0.001944,0.023523,0.003984,
0.118028,0.010568,0.624907,0.082195,0.717678,0.895442,
0.231129,0.023543,1.084834,0.184740,1.293128,2.179730,
0.001534,0.000089,0.002767,0.000960,0.003821,0.002428,
0.006804,0.000529,0.061893,0.005986,0.068417,0.010177,
0.066494,0.004450,0.154067,0.030838,0.189364,0.411973,
0.025362,0.002365,0.116764,0.016193,0.135332,0.470822,
0.023636,0.001400,0.091723,0.011473,0.104604,0.206308,
0.040279,0.002520,0.206857,0.017970,0.227356,0.140793,
0.000731,0.000037,0.002729,0.000455,0.003225,0.001632,
0.020700,0.001479,0.046509,0.009705,0.057700,0.077073,
0.011796,0.000997,0.062162,0.005438,0.068604,0.019342,
0.604613,0.063034,6.151889,0.682321,6.897253,0.850829,
